customernumber;date;salutation;title;domain;datecreated;newsletter;model;paymenttype;deliverytype;invoicepostcode;delivpostcode;voucher;advertisingdatacode;case;numberitems;gift;entry;points;shippingcosts;deliverydatepromised;deliverydatereal;weight;remi;cancel;used;w0;w1;w2;w3;w4;w5;w6;w7;w8;w9;w10;target90
50226;2008-10-10;0;0;9;2008-10-10;1;1;0;0;45;;0;;2;1;0;0;0;1;2008-10-14;2008-10-11;142;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
29085;2008-12-16;2;0;9;2008-12-16;0;1;0;0;65;;0;BO;4;1;0;0;0;0;2009-02-02;2009-07-28;360;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
14011;2008-06-06;0;0;4;2008-06-06;1;3;0;0;19;;0;;5;4;0;1;0;0;2009-06-09;2008-11-27;1702;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0
39392;2008-10-12;0;0;4;2008-10-12;0;2;0;0;45;;0;;4;4;0;1;0;0;2008-10-14;2008-10-13;1097;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1
3089;2008-05-04;2;0;12;2008-05-04;0;3;2;0;12;;0;;4;1;0;1;0;0;2008-05-06;0000-00-00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
51306;2008-08-23;0;0;2;2008-08-23;0;1;0;0;58;;0;;4;3;0;0;0;0;2008-08-26;2008-08-25;1020;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1
1583;2008-08-08;0;0;9;2008-08-08;0;1;0;0;65;;0;CA;2;1;0;0;0;1;2008-08-11;2008-08-09;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0
30321;2008-12-12;1;0;9;2008-12-12;0;1;0;0;19;;0;;4;1;0;0;0;0;2008-12-26;2009-01-31;948;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
54478;2008-12-22;0;0;9;2008-07-18;1;1;1;1;80;;0;;4;3;0;0;0;0;2009-12-25;2008-12-24;1278;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0
39075;2008-12-07;2;0;12;2008-12-07;0;1;2;0;18;;1;AB;3;1;0;0;0;0;2008-12-09;2008-12-08;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
3874;2008-05-08;0;0;8;2008-05-08;1;1;0;0;71;;0;;4;2;0;0;0;0;2009-05-12;2008-05-21;1301;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
28275;2008-11-29;0;0;4;2008-11-29;0;1;0;0;90;;0;;5;6;0;0;0;0;2008-12-02;2008-11-30;2536;0;0;0;2;2;0;0;0;0;0;0;0;0;2;0
14139;2008-09-01;0;0;4;2008-09-01;0;1;1;1;37;;0;;3;2;0;0;0;0;2009-09-04;2008-12-17;846;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1
41061;2008-10-13;0;0;11;2008-10-13;1;3;0;0;25;;0;;4;4;0;1;0;0;2008-10-14;2008-10-13;1919;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0
11299;2008-10-07;0;0;12;2008-10-07;1;3;1;1;73;;0;;4;1;0;1;0;0;2008-10-09;2008-10-08;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
36981;2008-08-16;0;0;4;2008-08-16;0;3;3;0;79;;1;;1;2;0;1;0;0;2008-08-29;2008-09-10;986;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
32498;2008-05-14;1;0;12;2008-05-14;0;3;1;1;26;;0;;2;1;0;1;0;0;2008-05-15;2008-05-15;220;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
26850;2008-04-05;1;0;9;2008-04-05;0;3;0;0;55;;0;;3;2;0;1;0;0;2008-04-18;2008-04-08;562;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
46167;2008-08-24;1;0;8;2008-08-24;0;1;0;0;72;;1;AR;1;1;0;0;0;0;2008-08-26;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
28996;2008-07-01;2;0;12;2008-07-01;0;1;2;0;25;;0;;1;1;0;0;0;1;2008-07-03;2008-07-02;66;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
50389;2008-07-05;0;0;9;2008-07-05;1;1;0;0;13;;0;CA;2;2;0;0;0;1;2008-07-08;2008-07-07;1149;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0
32135;2008-08-30;0;0;9;2008-08-30;0;3;0;0;75;;0;;2;1;0;1;0;1;2008-09-02;2008-08-30;173;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
38969;2008-09-10;1;0;9;2008-09-10;0;3;0;0;18;;0;;4;2;0;1;0;0;2008-09-24;2008-09-17;1020;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
39686;2008-07-30;1;0;12;2008-07-30;0;1;1;1;37;;0;BQ;4;1;0;0;0;0;2008-07-31;2008-07-31;641;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
48045;2008-04-02;1;0;3;2008-04-02;0;3;1;1;31;;0;;4;2;0;1;0;0;2008-05-02;2008-04-04;843;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
22416;2008-08-26;0;0;1;2008-08-26;0;1;0;0;45;;1;AP;1;1;0;0;0;0;2008-08-28;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
34543;2008-04-06;0;0;4;2008-04-06;0;2;0;0;59;;0;;4;2;0;1;0;0;2008-04-08;2008-04-07;949;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
39427;2008-05-09;1;0;12;2008-05-09;0;3;1;1;92;;0;;4;2;0;1;0;0;2008-05-14;2008-05-10;934;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1
5398;2008-04-20;1;0;2;2008-04-20;0;1;0;0;99;;0;;1;1;0;0;0;1;2008-04-22;2008-04-21;340;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
35285;2008-12-14;1;0;4;2008-12-14;0;1;2;0;22;;0;;2;1;0;0;0;0;2008-12-16;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
19737;2008-06-29;0;0;11;2008-06-29;0;3;0;0;73;;0;;3;4;0;1;0;0;2008-07-01;2008-06-30;528;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1
32550;2008-12-08;0;0;12;2008-12-08;1;2;0;0;51;;0;;1;1;0;1;0;1;2008-12-10;2008-12-09;230;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
28225;2008-08-25;0;0;9;2008-08-25;0;1;2;0;01;01;0;;2;1;0;0;0;1;2008-08-27;2008-08-26;353;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1
12170;2008-12-19;0;0;4;2008-12-19;1;1;2;0;22;;0;;2;1;0;0;0;0;2008-12-23;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
39660;2008-10-05;0;0;4;2008-10-05;0;1;0;0;50;;0;;5;1;0;0;0;0;2008-10-21;2008-10-09;313;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1
60037;2008-11-06;1;0;2;2008-11-06;1;1;3;0;38;;0;;2;1;0;0;0;1;2008-11-10;2008-11-07;508;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
63933;2008-10-31;0;0;8;2008-10-31;0;2;0;0;45;;0;;4;2;0;1;0;0;2008-11-04;2008-11-01;933;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
10945;2008-06-04;0;1;12;2008-06-04;0;3;1;1;22;;0;;2;1;0;1;0;0;2008-06-06;2008-06-05;263;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
26171;2008-11-13;0;0;4;2008-11-13;0;1;0;0;13;;1;BQ;4;1;0;0;0;0;2008-11-17;2008-11-14;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
61422;2008-04-21;2;0;12;2008-04-21;0;1;3;0;30;;0;;5;1;0;0;0;0;2008-04-22;2008-04-21;287;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0
38292;2008-10-03;0;0;4;2008-10-03;1;1;0;0;35;;0;AB;2;1;0;0;0;1;2008-10-07;2008-10-05;283;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
24927;2008-10-07;0;0;9;2008-10-07;0;1;2;0;07;;0;CA;2;1;0;0;0;1;2008-10-09;2008-10-08;516;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1
32854;2008-06-17;1;0;12;2008-06-17;0;1;3;0;82;;0;;4;2;0;0;0;0;2008-06-18;2008-06-17;388;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
36580;2008-09-16;0;0;9;2008-05-17;0;3;1;1;78;;0;;2;1;0;1;0;0;2008-09-18;2008-09-17;872;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
64624;2008-11-14;1;0;12;2008-11-14;0;1;2;0;66;;1;;2;2;0;0;0;0;2008-11-17;2008-11-15;488;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0
55398;2008-06-20;0;0;12;2008-06-20;0;1;2;0;13;;0;;2;1;0;0;0;1;2008-06-24;2008-06-21;382;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
12125;2008-05-19;0;0;9;2008-05-19;0;1;0;0;61;;0;AB;3;5;0;0;0;0;2008-05-21;2008-05-20;1088;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0
25102;2008-04-29;0;0;12;2008-04-29;0;3;3;0;55;;0;;4;1;0;1;0;0;2008-05-02;0000-00-00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
8270;2008-06-24;1;0;12;2008-06-24;1;3;2;0;60;;0;AQ;3;1;0;0;0;0;2008-06-26;2008-06-25;890;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
33829;2008-04-23;1;0;4;2008-04-23;0;3;2;0;24;;0;;1;1;0;1;0;0;2008-04-24;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
34643;2008-07-29;1;0;2;2008-07-29;0;1;2;0;38;;1;AR;1;1;0;0;0;0;2008-07-30;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
37403;2008-09-28;1;0;1;2008-09-28;1;1;0;0;89;;1;BD;4;1;0;0;0;0;2008-09-30;2008-09-29;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
50740;2008-12-01;1;0;12;2008-12-01;0;1;1;1;10;;0;;1;1;0;0;0;0;2008-12-02;2008-12-01;50;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
44217;2008-12-19;1;0;9;2008-12-19;0;1;0;0;49;;0;;4;2;0;0;0;0;2008-12-22;2008-12-19;513;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
14080;2008-08-28;0;0;11;2008-08-23;1;2;1;1;40;;0;;1;1;0;1;0;0;2008-09-01;2008-08-29;215;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
29398;2008-04-06;0;0;9;2008-04-06;1;3;0;0;85;85;0;;3;2;0;1;0;0;2008-04-08;2008-04-07;793;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
61297;2008-12-08;0;0;9;2008-12-08;0;1;0;0;53;;0;;3;1;0;0;0;0;2008-12-10;2008-12-09;679;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
38466;2008-12-14;0;0;4;2008-12-14;0;2;0;0;47;;1;;1;3;0;1;0;0;2008-12-30;2008-12-18;1776;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
59893;2009-02-19;0;0;4;2008-11-10;0;3;1;1;24;;0;;4;2;0;1;0;0;2009-02-20;2009-02-19;1004;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
48314;2008-06-24;0;0;5;2008-06-24;0;1;2;0;12;;0;;5;1;0;0;0;0;2008-07-08;2008-07-17;131;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0
59357;2008-09-24;1;0;8;2008-09-24;0;1;0;0;06;;0;;4;1;0;0;0;0;2008-09-25;2008-09-24;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
13820;2008-12-18;2;0;12;2008-12-18;0;3;3;0;50;;0;;4;2;0;1;0;0;2008-12-19;2008-12-18;275;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
44237;2008-04-14;0;0;11;2008-04-14;0;1;0;0;49;;0;;4;5;0;0;0;0;2008-04-29;2008-04-26;1618;0;0;0;1;0;0;0;0;0;0;0;0;4;0;0
6660;2008-11-11;0;0;8;2008-11-11;0;1;0;0;65;;0;;2;1;0;0;0;1;2008-11-12;2008-11-11;124;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
23406;2008-05-02;1;0;12;2008-05-02;0;1;3;0;40;;0;AB;4;6;0;0;0;0;2008-05-06;0000-00-00;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1
24221;2008-07-30;1;0;9;2008-07-30;0;2;2;0;44;;0;;2;2;0;1;0;1;2008-08-13;2008-09-15;335;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
13618;2008-08-26;1;0;9;2008-08-26;0;1;2;0;06;;0;;2;1;0;0;0;1;2008-08-28;2008-08-27;291;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
16090;2008-08-14;0;0;12;2008-08-14;0;1;0;0;32;;0;;3;2;0;0;0;0;2008-08-15;2008-08-15;656;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1
55391;2008-12-22;0;0;11;2008-12-22;0;1;0;0;49;;0;CA;3;4;0;0;0;0;2009-01-06;2008-12-27;1354;0;1;2;2;0;0;0;0;0;0;0;0;0;1;0
26802;2008-07-18;0;0;4;2008-07-18;1;1;0;0;95;;0;AB;3;2;0;0;0;0;2009-07-21;2008-07-19;928;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
64963;2008-08-25;0;0;1;2008-08-25;1;2;1;1;45;;0;;3;1;0;1;0;0;2008-08-27;2008-08-26;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
32081;2008-10-31;0;0;12;2008-10-31;0;1;0;0;59;;0;;5;1;0;0;0;0;2008-11-04;2008-11-01;435;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
14485;2008-11-30;1;0;12;2008-11-30;0;3;2;0;19;23;0;;4;2;0;1;0;0;2008-12-02;2008-12-01;1635;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
20525;2008-09-03;0;0;4;2008-09-03;0;2;1;1;50;;0;;5;1;0;1;0;0;2009-09-08;2008-09-13;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
17768;2008-07-28;1;0;4;2008-07-28;0;3;0;0;30;;0;;5;6;0;1;0;0;2008-08-12;2008-07-31;1923;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0
58570;2008-12-09;2;0;8;2008-12-09;0;1;0;0;79;;0;;4;2;0;0;0;0;2008-12-23;2008-12-13;1323;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
24899;2008-08-04;0;0;12;2008-08-04;1;3;0;0;75;;0;AQ;3;1;0;0;0;1;2008-08-05;2008-08-05;478;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
5238;2008-06-08;0;0;9;2008-06-08;1;1;1;1;72;;0;BQ;4;2;0;0;0;0;2008-06-10;2008-06-09;248;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
20603;2008-08-11;0;0;12;2008-08-11;0;1;0;0;32;;0;;4;5;0;0;0;0;2008-08-13;2008-08-12;1545;0;0;3;0;0;5;0;0;0;0;0;0;0;0;0
45000;2008-04-09;2;0;9;2008-04-08;0;2;0;0;11;12;1;;2;1;0;1;0;0;2008-04-10;2008-04-09;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
9903;2008-11-20;0;0;11;2008-11-17;0;3;1;1;22;;0;;2;3;0;1;0;0;2008-12-04;2008-11-29;683;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
28373;2008-07-21;0;0;12;2008-07-21;1;1;0;0;51;;0;;3;2;0;0;0;0;2008-07-23;2008-07-22;776;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
27410;2008-10-30;0;0;9;2008-10-30;0;3;1;1;18;;0;;4;4;0;1;0;0;2008-11-12;2009-01-02;1447;0;1;0;2;1;0;0;0;0;0;0;0;0;0;1
63697;2008-12-23;0;0;5;2008-12-23;0;1;2;0;28;;0;CA;4;1;0;0;0;0;2008-12-24;2008-12-23;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
44466;2008-05-05;0;0;0;2008-05-05;0;1;0;0;79;;0;;2;1;0;0;0;1;2009-05-08;0000-00-00;354;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
58304;2008-07-09;1;0;9;2008-07-09;0;3;1;1;76;;0;;4;1;0;1;0;0;2008-07-11;2008-07-10;276;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
40765;2008-08-03;0;0;1;2008-08-03;1;2;0;0;44;;0;;4;1;0;1;0;0;2008-08-05;2008-08-04;885;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
47052;2008-06-29;1;0;6;2008-06-29;0;1;2;0;65;;0;BQ;2;2;0;0;0;1;2008-07-15;2008-07-03;134;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
44739;2008-08-05;0;0;9;2008-08-05;0;1;0;0;85;;1;AP;1;1;0;0;0;0;2008-08-06;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
55383;2008-10-27;0;0;12;2008-10-27;0;1;0;0;83;;0;AB;2;1;0;0;0;1;2008-10-29;2008-10-28;216;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
16353;2008-12-26;1;0;8;2008-12-26;0;1;0;0;75;;1;AX;1;1;0;0;0;0;2008-12-29;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
11783;2008-07-15;0;0;12;2008-07-15;0;1;0;0;17;;0;BQ;4;3;0;0;0;0;2009-07-20;2008-10-10;1025;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1
40146;2008-09-12;0;0;6;2008-09-12;0;1;0;0;94;;0;;4;4;0;0;0;0;2008-09-26;2008-09-16;1975;0;0;2;0;4;0;0;0;0;0;0;0;0;0;0
50242;2008-12-05;0;0;9;2008-12-05;0;3;1;1;77;;0;;1;1;0;1;0;0;2008-12-08;2008-12-06;562;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
12611;2008-08-09;1;0;4;2008-08-09;0;1;2;0;90;;0;;2;1;0;0;0;1;2008-08-12;2008-08-11;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
14395;2008-11-30;0;0;4;2008-11-30;0;2;0;0;59;;0;;2;2;0;1;0;1;2008-12-02;2008-12-01;752;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1
59008;2008-08-19;0;0;9;2008-08-19;0;1;0;0;57;;0;;2;1;0;0;0;1;2008-08-21;2008-08-20;289;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
55194;2008-12-03;1;0;12;2008-12-03;1;1;0;0;72;;1;BD;3;2;0;0;0;0;2008-12-04;2008-12-03;198;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
22103;2008-09-12;1;0;12;2008-09-12;0;1;1;1;27;;0;;1;1;0;0;0;0;2008-09-16;2008-09-13;153;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
55290;2008-11-13;0;0;9;2008-11-13;0;3;0;0;31;;0;;4;2;0;1;0;0;2008-11-17;2008-11-14;1049;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
56654;2008-04-13;0;0;8;2008-04-13;0;1;0;0;83;;0;;1;1;0;0;0;1;2008-04-15;2008-04-14;125;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
17505;2008-10-21;1;0;9;2008-10-21;0;1;1;1;16;;0;;1;1;0;0;0;0;2008-10-24;2008-10-23;50;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
36718;2008-05-31;0;0;4;2008-05-31;0;2;3;0;46;;0;;2;1;0;1;0;1;2008-06-03;2008-05-31;361;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
25576;2008-06-01;2;0;8;2008-06-01;0;1;0;0;25;;0;AV;2;1;0;0;0;1;2008-06-03;2008-06-02;495;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
34334;2008-05-16;1;0;4;2008-05-16;0;1;0;0;54;;0;CA;2;1;0;0;0;1;2009-05-19;0000-00-00;426;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2311;2008-04-08;0;0;9;2008-04-08;0;1;1;1;26;;0;;2;1;0;0;0;0;2008-04-10;2008-04-10;428;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
58047;2008-06-21;2;0;8;2008-06-21;0;1;3;0;65;;0;;5;2;0;0;0;0;2008-06-24;2008-06-23;827;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1
30168;2008-12-20;1;0;12;2008-12-20;0;3;1;1;30;;0;;4;2;0;1;0;0;2008-12-23;2008-12-21;294;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
47966;2008-10-21;0;0;2;2008-10-21;0;1;0;0;60;;0;;3;2;0;0;0;0;2008-11-04;2008-11-04;572;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1
29533;2008-12-01;1;0;4;2008-12-01;0;2;2;0;44;;0;;3;3;0;1;0;0;2008-12-02;2008-12-02;867;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
21899;2008-08-20;0;0;9;2008-08-20;0;3;1;1;20;;0;;4;1;0;1;0;0;2008-08-21;2008-08-20;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
46536;2008-10-24;1;0;4;2008-10-24;0;1;0;0;88;;0;;4;1;0;0;0;0;2008-10-27;2008-10-24;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
526;2008-09-14;0;0;12;2008-09-14;0;1;0;0;28;;0;BO;2;1;0;0;0;1;2008-09-16;2008-09-15;334;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
9077;2008-08-04;0;0;9;2008-08-04;0;1;0;0;13;;0;CA;2;1;0;0;0;1;2008-08-06;2008-08-05;617;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0
34501;2008-08-28;0;0;5;2008-08-28;0;2;0;0;41;;1;;1;2;0;1;0;0;2008-09-01;2008-08-29;739;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
14291;2008-12-08;2;0;4;2008-12-08;0;1;2;0;01;;0;;2;1;0;0;0;1;2008-12-10;2008-12-09;291;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
19332;2008-10-10;0;0;8;2008-10-10;0;1;0;0;84;;0;CA;2;2;0;0;0;1;2008-10-13;2008-10-11;941;0;0;2;0;0;2;0;0;0;0;0;0;0;0;1
52225;2008-11-25;2;0;12;2008-11-25;0;1;0;0;12;;0;;5;2;0;0;0;0;2008-11-26;2008-11-25;598;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
28844;2008-06-26;1;1;8;2008-06-26;0;1;0;0;69;;0;AB;3;2;0;0;0;1;2008-06-27;2008-06-26;498;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1
62163;2008-07-23;1;0;4;2008-07-23;1;2;0;0;52;;0;;3;2;0;1;0;0;2008-07-25;2008-07-24;924;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
57668;2008-09-03;1;0;9;2008-09-03;0;3;0;0;83;;0;;4;3;0;1;0;0;2008-09-05;2008-09-04;1838;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1
30579;2008-12-25;1;0;9;2008-12-25;0;2;3;0;47;;1;;3;2;0;1;0;0;2008-12-26;2008-12-27;815;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
39724;2008-06-10;0;0;12;2008-06-10;0;1;2;0;80;;0;;3;1;0;0;0;0;2008-06-12;2008-06-11;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
33159;2008-04-21;0;0;9;2008-04-21;0;1;0;0;79;;0;;4;1;0;0;0;0;2008-04-22;2008-04-21;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
57081;2008-09-05;1;0;9;2008-09-05;0;1;0;0;44;;0;;3;1;0;0;0;0;2008-09-08;2008-09-06;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
56619;2008-04-15;1;0;5;2008-04-15;0;1;1;1;53;;0;;4;2;0;0;0;0;2008-04-16;2008-04-16;277;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1
15774;2008-06-23;2;0;8;2008-05-26;0;1;1;1;35;;0;;5;2;0;0;0;0;2008-06-24;2008-06-24;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
21135;2008-10-21;1;0;4;2008-10-21;0;1;2;0;58;;0;;3;1;0;0;0;0;2008-10-23;2008-10-22;587;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
37481;2008-04-02;0;0;9;2008-04-02;0;1;1;1;72;;0;;1;1;0;0;0;0;2008-05-02;2008-04-03;209;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
11498;2008-11-24;0;0;4;2008-11-24;1;1;1;1;21;;0;;4;7;0;0;0;0;2008-11-26;2008-11-24;2391;0;0;0;2;2;0;0;0;0;0;0;0;1;2;0
45031;2009-02-08;0;0;3;2008-08-11;1;1;0;0;64;;0;;3;1;0;0;0;0;2009-02-10;2009-02-09;612;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
9090;2008-08-25;0;0;4;2008-08-25;0;1;2;0;28;;0;;4;1;0;0;0;0;2008-08-27;2008-08-29;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
43359;2008-07-04;0;0;9;2008-07-04;1;2;0;0;41;41;0;;4;1;0;1;0;0;2008-07-08;2008-07-07;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
61756;2008-12-28;0;0;8;2008-12-28;0;3;0;0;15;;0;;1;1;0;1;0;0;2008-12-30;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
30573;2008-11-22;0;0;12;2008-11-22;0;1;0;0;60;;1;;1;1;0;0;0;0;2008-11-25;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
18323;2008-12-20;1;0;4;2008-12-20;0;1;0;0;66;08;0;BQ;3;3;0;0;0;0;2008-12-23;2008-12-22;439;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
35526;2008-04-18;2;0;5;2008-04-18;0;1;3;0;61;;0;;3;1;0;0;0;0;2008-04-22;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
61229;2008-05-15;0;0;9;2008-05-15;0;1;0;0;21;21;1;;4;1;0;0;0;0;2008-05-16;2008-05-15;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
64509;2008-11-11;0;0;5;2008-11-11;1;3;0;0;25;;0;AQ;3;2;0;0;0;0;2008-11-12;2008-11-11;960;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
15629;2008-12-09;2;0;12;2008-12-09;1;3;0;0;79;;0;;5;1;0;1;0;0;2008-12-10;2008-12-10;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
3553;2008-07-06;1;0;9;2008-07-06;0;1;3;0;99;;0;;4;2;0;0;0;0;2008-07-08;2008-07-07;1165;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1
10464;2008-04-20;1;0;11;2008-04-20;0;1;1;1;66;;0;AB;5;1;0;0;0;0;2008-04-22;2008-04-21;3;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0
56403;2008-08-04;0;0;4;2008-08-04;0;1;1;1;55;;0;BQ;4;3;0;0;0;0;2008-08-05;2008-08-05;954;0;0;0;2;0;1;0;0;0;0;0;0;0;0;1
8575;2008-07-27;2;0;6;2008-07-27;0;1;0;0;44;46;0;;2;1;0;0;0;1;2008-07-29;2008-07-28;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
